# epoch00,   epoch01,   epoch02,   epoch03,   epoch04,   epoch05,   epoch06,   epoch07,   epoch08,   epoch09,   epoch10,   epoch11,   epoch12,   epoch13,   epoch14,   epoch15,   epoch16,   epoch17,   epoch18,   epoch19,   epoch20,   epoch21,   epoch22,   epoch23,   epoch24,   epoch25,   epoch26,   epoch27,   epoch28,   epoch29,   epoch30,   epoch31,   epoch32,   epoch33,   epoch34,   epoch35,   epoch36,   epoch37,   epoch38,   epoch39,   epoch40,   epoch41,   epoch42,   epoch43,   epoch44,   epoch45,   epoch46,   epoch47,   epoch48,   epoch49
  2723,   523,   972,  1945,   438,   551,  2658,  3485,   375,  3884,   531,  1786,  1074,  4208,  1218,  2739,   543,  1924,  2853,  2949,  3286,  2829,   344,  2672,  4075,  1993,  2026,  2718,  4204,  3609,  2939,  3890,   378,  1810,   607,  2519,  2248,  2803,  2722,  1778,  3845,  2214,   726,  3569,  1042,  2343,  2717,  2924,   328,  2703
  2724,  2940,   177,  2694,  1125,    54,  3538,  3647,  2527,    72,  4124,  2069,  1920,   780,   554,  3034,  3558,   532,  4246,  2074,  3284,  1754,  1220,  2393,  2209,  4275,   399,  3530,   795,  2590,   125,  2026,  1319,  3410,  1330,   656,  1917,  3627,  3453,  2441,  3163,    45,   933,  4145,  3400,  3127,  3276,  3355,  1750,   410
  2725,  4179,  2148,  2605,  1418,  3342,  1843,   524,  3653,  2118,  3208,  1300,  3166,  2103,  4229,  1593,  2362,  2653,   898,  2883,  2803,  2221,  2657,  2954,  3858,  1897,   138,   850,  4060,  4226,  1311,   511,   667,  4275,   119,  1093,  1332,  1210,  1313,  1950,  1588,   328,  3206,  4052,   507,    66,  2188,   570,  4083,  3304
  2726,  2030,   102,   997,  1763,   644,  1724,   661,  3354,  3723,  2489,  3754,  2389,  2809,  1511,  2729,  1005,  2921,   481,  3988,   449,   895,    75,   412,  2278,  4096,  2174,  4051,  1463,  2535,  3940,   537,  1073,  3416,  1764,  4114,  1174,  3134,    98,  3454,  4072,  1480,  2388,   557,    74,  2472,  4243,   476,  3379,  3594
  2727,   343,  1370,   409,  1092,  1845,  3405,  1950,  1527,   497,   169,  2252,  4279,   848,  3799,  3806,  2590,  1065,   235,  1029,  1880,  2113,  1663,  2943,  1511,  2596,  2765,  3551,  1235,  2972,  1073,   823,  3297,  1212,   688,   528,   627,  2265,  2121,   848,   345,  2205,   365,  1426,  2010,  2106,   661,  2422,  2021,  2853
  2728,   474,  3743,  1146,  1570,  2227,   276,  2381,   425,  2470,  4133,  3003,  3260,  2022,  3632,  1164,  1534,   512,  3371,  2841,   790,  3573,    82,  1503,  1452,  1458,  3811,  1087,   582,  1774,  2657,  2930,  2690,   727,  3294,  1683,  2177,  2877,  1058,  3246,   112,  1781,  1837,  3363,  3072,  1796,  1032,  3439,   795,  3859
  2729,  3548,  2322,  1885,  3783,   119,  1651,   228,  3336,  2539,   399,   797,   299,  1347,  4137,  1249,  3081,  1046,  2309,  3890,   176,   157,  3760,  2101,    72,   528,   437,  4014,  4147,  3161,  1713,  3773,  2839,  3345,  1022,  3060,  2419,  1062,  2831,  2179,   791,  3473,  3345,  2069,    68,  1470,  2999,  1405,   527,  2300
  2730,    80,  3898,  3388,  1469,   761,  3627,   639,  3735,  4030,  2539,  2780,   697,   577,  3152,  3407,  3418,   402,  3441,  1257,   836,  3163,  4145,  3800,  2186,   428,  1849,  1453,  4082,  4256,   872,  1831,  1124,  3324,  3038,  2063,  1615,  2393,  2757,  1593,  2524,   854,  1564,   632,  3702,   228,  3133,  3614,  2495,  2630
  2731,   280,  4293,   656,  2546,  1702,   199,  4143,  2373,  3211,  4255,   143,  3159,  3280,  1472,  3819,  3833,  1301,   172,  2628,   953,  1180,  4058,  1636,    48,  2871,  2502,   665,  3915,  2789,   541,   525,   635,   302,  3854,   438,  1979,  1403,  1630,  1647,  1862,  2839,  1917,  1331,  1189,  1049,  3536,  2589,  2638,  1518
  2732,  4003,  1302,   825,   979,  3314,  3334,   191,   809,  1337,  1628,  4149,  3500,  2101,  2165,  1236,   408,    30,  3252,  4129,   466,  1103,  2664,  4041,  3267,  3952,  4114,  1567,  2971,  2402,  1514,  4285,  1417,   766,  4233,  4227,   234,  3909,  2173,  4148,  2629,  1164,   932,   134,  1993,  3868,  3745,  2185,  1520,   587
  2733,  3699,  1500,   498,  2292,  1162,  2496,  3232,  2283,  3232,   206,  2362,  3584,  2981,   324,   797,  4134,  1663,  2489,  1256,  1844,  4294,   199,  3683,  2221,  1008,  3986,  2006,   367,   259,  2795,  3381,  4243,   460,  3725,  1125,  1084,  1700,  2355,   426,  1069,   617,  3433,   639,  2474,  2271,  2975,  1189,  2015,  2805
  2734,   854,   148,  3898,  3474,  2965,  3671,  3213,  4041,  1039,  1285,  2354,  2724,   541,  1898,  2128,  3150,  1470,  4126,  3188,  3303,  1974,  3741,   836,  2018,  1860,   216,   496,   423,  3637,  2588,  2117,   793,  4106,  4137,  2616,  4090,  4083,  1350,  2357,   840,  2286,  3704,  2340,    38,  3938,  2967,  2858,  2201,    29
  2735,  2511,   229,  3601,  1992,  2863,   593,  1216,   782,  4213,  2230,  2481,   981,  3664,  3414,  1681,  1144,   583,  2310,   159,  1512,  2396,  2701,   341,  2351,  2078,  3473,  2687,  3926,  1660,  3093,  2033,  3870,   596,    47,   758,  2865,  1111,  2547,   141,   629,   853,  2412,  3634,  3872,   664,  2915,  1930,  3813,  1328
  2736,  3017,  4129,   399,  3677,  2398,  3799,  2714,   995,  3205,  1549,  2388,  3780,  2538,  1475,   617,  3843,   108,  1439,  1060,  2372,   729,  2762,   749,  2642,  4203,  4013,  3938,  2855,  1343,  2515,   819,   375,  1843,  3566,  1041,  3872,    58,  1579,  1510,  1300,  2995,  3812,   479,  2225,  4304,  1736,  2127,  1056,   180
  2737,  1835,  3493,  3764,  2210,   549,  4294,   846,  4089,  4113,    55,   837,   260,  2155,  1836,  1640,  4208,  1861,  3678,  4059,  3424,  2142,  4090,  4260,   263,  2603,  3851,  1526,  4010,   307,  1391,  2036,   439,  2113,   522,   625,  2480,  1429,  1518,  1233,  3699,  3083,   724,  2287,  3068,  1488,  4221,  1337,  3570,  2529
  2738,  1470,  3796,  2266,  2518,  4243,  2376,  1788,   728,  2039,  2410,  1469,   312,    34,  3322,  2079,  3710,  2993,  2599,   654,   295,    90,  2442,  2497,  3604,  3263,    70,   870,  1899,   990,  3986,  1653,  4185,  2285,  2797,  2362,  2147,  2732,   622,  3916,  1873,  1352,  4107,  3900,  1851,  3373,  3939,  1888,  2254,   745
  2739,  1436,  2636,  3286,   402,  1241,  1249,   628,  3592,  2554,  3792,  1429,  1313,   684,  4033,   856,  3909,  1519,  1494,  1169,  3668,  2744,  3549,  4102,   309,  3927,   572,  1275,  1134,   409,  4105,  1815,  2812,   543,  3682,   709,  3170,  3598,  2502,  2066,  3876,   161,  3200,  1695,   218,  3990,   803,  2186,  1380,  3516
  2740,  3103,  1958,  1926,  4251,  2581,  3141,  1501,  3453,  3091,   438,  3751,  3572,  3911,  3126,   540,  1399,  1007,  2146,  2788,  4261,  2873,   313,  3262,   769,  3490,  3988,  1703,  1639,  1613,  1309,  1337,  4182,  2312,  2313,   305,  1142,  2706,  2225,  3179,  3252,   797,   835,  1453,  1698,  1995,  1721,  2379,  3826,  1043
  2741,  1549,   207,  2873,   144,  1254,  2540,  3636,  2999,   749,  1969,  3349,  2327,  2175,   428,   378,  1076,  3648,  2529,  2725,  2928,  3005,  2735,  1006,  1624,  2238,   760,  3560,   935,  1478,   186,  1687,   613,  1047,  2299,   542,  2591,  4301,  1782,  3194,  2710,  1575,  2108,  2061,  1396,  2176,   750,  1584,  2334,  1976
  2742,  3386,  2637,  1695,  4079,  3176,  3448,  2426,  3583,  2024,  1041,   412,  2359,  3329,  1358,  3301,  2006,  4051,  3273,  1113,  3383,  2715,  2945,  2140,  1433,  1019,  1825,  2957,   433,  4104,  2695,    41,  3677,  3249,  4101,  1760,   242,  2016,  2307,  3956,  2756,  1011,     5,  1058,   421,  2087,  2766,   809,  3741,  1056
  2743,  3985,    14,  3153,  3987,  1053,   208,    87,  2913,  1683,   855,   296,  3113,  3392,  2212,   783,  4060,  2357,   703,  2961,   810,  1806,  2640,  1937,  2763,  3224,  4113,   418,   354,  3798,  2751,  3210,   300,  3940,     1,  1495,   751,  1483,  2655,  2507,  1292,  4244,   660,  1095,  2956,  2479,  2081,  2425,   478,  1850
  2744,  3650,  4190,  1151,   763,  2112,  2264,  3029,  2458,  2724,   515,  1103,  3263,  1596,  1249,  3468,   994,    29,  3414,  4158,  2386,  2255,  2632,   702,   289,   801,  1824,  2690,   331,   377,   388,  2580,  3469,  2981,  3304,  3177,  1767,  1083,  3096,   101,  2618,  2504,  2442,   686,   435,    49,  2356,  2110,  1413,  1158
  2745,  4184,  1955,  2629,  1313,  1335,  4089,   619,  3004,  1696,  3964,   257,  1608,  4250,  3052,  3040,  1504,  3404,  1329,   696,  1273,  1705,  3692,  2520,  1496,  3293,   735,  1013,  1246,  3980,  4104,  1260,  3203,   651,  1627,  1590,  3506,  2424,  3021,   557,   263,  2542,    62,  4305,  3280,   885,   463,    46,  3681,  3968
  2746,  4043,  2977,  1229,  3073,  2331,  2011,   611,  2767,  1156,  1571,  1397,  1762,  1238,  2986,  3718,   104,   204,  2487,  2206,  4118,  3984,  2702,  1363,   913,  4031,  1054,   218,  2050,  2269,  4017,   138,  1513,  4191,   940,  1997,  1831,  1555,  2786,    18,  1153,  3668,   847,  2398,  2140,  2443,  3352,  2157,  1408,  1038
  2747,  2114,  3655,   765,  3449,  1671,  3812,  2784,  2536,   410,  3916,  1389,  4122,  2752,  2878,  1832,  3024,  3666,   486,  3938,  4038,  2360,   317,  1381,  1905,   865,  2334,   358,  2758,  1174,  1766,  2669,   223,  3337,  2518,  2548,  2637,   177,  2038,    23,   569,  1717,  2691,  1165,  2102,   422,  1268,  3717,  2104,  3703
  2748,  1408,  1539,  2417,  2779,  2779,   975,  1167,  1017,  2787,  3512,  1095,  2028,  1587,   490,  2872,  2186,  2066,  2677,  2902,  3213,  4267,  4140,  1481,  3950,  2014,  2478,  2982,  3882,   525,  1923,  4067,  3161,  4227,  4142,  3310,   480,  3800,  2268,   962,  2712,  1780,  2505,  3447,  2994,   858,   768,  1767,  2337,   967
  2749,    61,  3599,  1567,  4060,   441,  3317,  3176,  3346,   338,  4290,  3380,   815,  1498,  3114,   606,  3084,  3680,  2864,    20,  3967,   329,  1969,    44,  3711,  2987,  2198,   150,  2836,   719,  2303,  2478,   779,  2853,  2256,  2801,  2748,   292,   262,    19,  3414,  4221,   571,  3646,  1481,  3884,  1907,  2964,  2256,   523
  2750,  1452,  1604,  1629,  1155,  1045,  3312,  1071,  2328,  3059,  2463,  3020,  2088,  2597,  3992,  3460,  3367,  2643,  4160,  1403,  3644,  3101,  2199,  3045,   189,  3931,  3708,  3149,  4030,  4242,   790,  1488,   210,   362,   255,  3189,   280,  2004,   365,  2138,  3010,  2753,  3589,  3425,   336,  2834,    18,  1091,  1475,  4063
  2751,  2722,  3574,  1579,  2826,  1298,    51,  3735,  1075,  3866,   194,  2149,  1568,  2711,  1760,  1783,   330,  1021,  3294,  3111,   997,  1672,  3729,  3581,  2933,  1831,  2925,  4061,  1705,  1999,   406,  2519,   432,   782,  3802,  3031,  2747,  3214,  1270,   584,  1757,   593,  2669,    56,   581,   370,   676,  1880,  1384,  1178
  2752,   233,  2004,  2493,   747,   986,  1183,  3589,  3590,  2439,  2768,  3723,  1325,  3834,  3076,  3434,  1563,  3297,  3585,  3588,  1459,  2953,  2158,   606,   491,  2267,   885,  3045,  1960,  3043,  1307,   482,  3434,  1864,  1274,  1550,  3754,  3463,   969,  2724,   799,  1339,  1448,  4007,  1236,  4081,  2699,   613,  1909,  2012
  2753,  1929,  4093,  1729,  2265,  2373,   639,  1121,  1089,  1511,  3853,  1326,  2194,  2412,  4199,  3524,  3267,  3565,  2497,  1746,   660,  3457,   900,  1415,   708,   242,  1331,  2083,  3930,   250,  3786,  1705,  2277,  3680,  1383,  2236,  1486,  1784,  2965,   740,    32,  3143,   921,   209,  1676,  3912,  1905,  4064,    62,  1721
  2754,   699,  1426,  2172,   990,  2275,  3835,  3080,  1983,   120,    19,  1917,   724,  1789,   227,  2930,  3543,  1881,  4108,  3913,  3526,  1117,   509,  1421,  1602,  3406,  4115,  1210,  2594,  2389,  1631,  2013,  1200,  1158,  4125,  3451,  1625,   237,  2040,  1347,  3118,  1147,  2841,  2801,  1541,  2130,  2213,  1338,  2614,  1554
  2755,     8,  2751,  1652,  2125,  1070,  4257,  2118,  1982,   464,  4065,   826,  3591,  3844,  2162,  1197,  4204,   417,  2130,  1280,  4227,  1917,  1616,  3293,   854,  1433,  3848,  1850,  1171,  1742,  3121,  1887,  3371,   807,  3834,  3328,   965,  3656,  3672,  3003,  4006,  3053,  2231,  1502,  2940,  2854,  2615,   679,  3967,  1555
  2756,   216,  1707,  2451,  4214,   687,  1109,  2751,  4256,  3459,  3279,   434,  3788,   283,  3253,  2373,  4214,  2007,  4238,  2310,  1697,  1875,  3744,  3276,  4173,  3609,  1630,   834,  4035,   588,   149,  2664,  3516,  2866,  2614,    38,   969,  3694,  1259,   470,  1602,  2740,  1551,  3385,  1995,  3303,  2587,  4272,  2289,  3547
  2757,   336,  3635,   618,  1491,  2550,   921,   116,   403,  3885,  3675,  2605,  3406,  3813,  3815,  4291,  1878,  1570,  4306,  4120,   442,  4062,   680,  1079,  3484,   540,  2887,   859,  1931,  2076,  1572,  2576,  4201,  4105,  3252,  2173,  1996,  1775,  1708,   713,  2904,  4000,  3639,  4287,  1929,   936,  2498,  2294,  2056,  3414
  2758,  3659,  2606,  3652,   842,    59,  2798,  3070,   432,  3265,  1903,  2822,  2550,  4100,  2388,  3987,  2237,   520,  2257,  4186,  2658,  3524,   961,  3551,  3343,  1833,  3091,  2391,   666,  2305,   180,  1169,   467,  2092,  2056,   398,  1642,  3538,  1666,  1672,  1865,  3735,   634,  2236,  2032,  3299,  1121,  3030,    66,   600
  2759,  3370,  2099,  3162,  2181,  3082,  1863,   255,  3428,  2686,  3101,  2159,  3130,  2982,  2231,  3850,  2718,  2866,  1061,  3666,  1028,  2904,   861,  2624,    58,  1337,   336,  4269,  2591,   189,  3405,  2672,  1481,  2716,  2380,  2132,  1616,  3096,  3056,  1442,  2802,  1242,  2835,   925,   758,  4099,  2139,  1535,   966,  4220
  2760,  3968,  3994,  1878,   555,  1033,   981,   439,   100,  1257,  3066,  2531,   493,  3093,   277,  3060,   655,  1195,  1645,  4151,  2708,  2509,  3532,  2890,  3213,   897,  3692,  3764,  2120,  2095,  4175,  3536,  3423,  2419,  2169,  1630,   822,   527,  3914,  4153,   346,   383,  2474,  3931,  2264,  2531,  1346,  1191,   614,  2083
  2761,  1775,   728,  3224,  1866,  3493,  1252,  1259,  4174,  2671,  1195,  2625,  1739,  3183,  1800,  2956,   379,  2147,  3392,  4117,  1084,  3417,  1143,  2656,  3474,  3303,  1009,   612,  3839,  1462,  1292,  2418,  1399,   152,  2139,  3117,  1106,   950,  2860,  1007,  1570,  2858,  3448,  1836,  3501,  2642,   749,   864,   770,  3195
  2762,  1836,   912,  1984,  1170,   370,    41,   507,   265,  1854,   694,   344,  2884,  1638,  2751,  4101,  1380,  1557,  2819,  3232,  2329,  1503,  2253,   911,  1326,  2550,  3976,   185,  3512,  2462,  3048,   215,   145,  1090,   793,  1173,  2053,  2975,  3547,  2302,  1181,  2450,   526,  3209,  1116,  4216,  2479,   929,  3918,  2430
  2763,  3946,  3844,  2209,  1966,  3012,  1963,  3721,   462,  2591,   508,  3214,  1653,  3708,    24,  4302,   986,   345,  2139,  3276,  1160,  1313,  4128,   660,   797,   447,  3500,  3856,  2027,   236,  3901,  1380,  3803,  3949,  3323,  2329,  2217,   219,   939,  1978,   109,  3110,  4273,  2899,  2843,  1870,  2618,   563,  2080,   814
  2764,   693,  1616,  2069,  1241,    78,  1084,   832,  1637,  3577,  3087,  2640,  1558,  1680,    16,  1461,  1045,  2243,  2553,  1768,  3764,   182,  4021,  1061,  4025,  1166,  1919,  2073,  1730,  3130,  2197,   690,  3381,   463,   589,  3211,  4225,  1380,  1623,  2731,  4037,  3474,   889,  3536,  4265,  1791,   734,  3859,  3866,  1264
  2765,  1730,  2595,  2842,  2107,   244,  2140,  4282,  3819,  3356,  1038,  1040,   819,  1073,  2722,  1254,  3895,   590,  2213,  3102,  2527,   926,   623,  3680,   768,   471,  3294,  1321,   576,   913,  3400,  1255,  2481,  2320,  2101,  1367,  3402,  2047,  1669,  1724,  1169,   171,   125,   390,  2211,  3318,  1049,  3254,   951,  3833
  2766,  1736,  3085,   719,  2641,  1247,  1686,  1892,  1815,  2955,   932,   247,  1010,  3269,  3230,  2482,  1761,  2767,  3695,   909,  1787,  1033,  2706,  3097,  2418,   624,  4268,  2367,  1821,  1688,  4259,  3967,   390,   502,   202,   149,  3423,  2886,  2973,  1145,   639,  2701,  1693,  1349,  1379,  3532,  1216,  3827,  1423,  3678
  2767,   480,  2727,  2337,  3941,  1251,  3489,   492,  3201,  3161,  2061,  4284,  3068,  4181,  3149,   596,  2225,  1039,  2427,   531,  2606,  4190,  3892,  1606,  1754,   261,   799,   704,  3619,  4211,  2123,    16,  1918,  3736,  1424,  1333,   412,  1346,  2145,   699,  1209,    46,  4039,  2060,  1117,  3853,  3389,  3108,  3253,  2232
  2768,  2268,  3636,  3622,   354,  3179,  3687,  1479,  4149,  3941,   100,  2459,   384,  4144,   284,  1653,  1079,  2396,  1614,  1920,   975,  3733,  3405,  3704,  3317,  1542,  3690,  2801,  3884,   697,  2824,   314,  1303,  1703,   396,   951,   145,   756,  1947,  4068,  2445,  1894,  1855,  3079,  3657,  1887,   873,  2037,  2012,   968
  2769,  1902,  3567,   708,  2740,  2033,   509,  3246,   408,   589,   257,  2833,  3382,  2216,  1290,  2799,   801,  1750,   531,  3559,  1651,  1383,   825,  1353,  1513,  1468,  3060,  2345,  1222,   663,  1264,  1229,   984,  4199,  1375,  2284,  3808,  3063,  1648,  3423,  1470,  1803,  1554,  2673,   568,  2607,  1892,  4028,  3798,   647
  2770,  3217,  1583,  1723,   192,  2269,  2387,    47,   260,  3092,  2351,   687,  2718,  1215,  3998,  1015,  1631,  1543,   315,  1683,  2699,   116,  3882,   227,   966,  2640,  3158,  3082,   639,  1365,  3653,  1825,  1864,  3886,  3184,   463,   804,   434,   188,  1282,  3970,   998,    34,  1822,   249,  2153,  1790,  1246,  1447,  1936
  2771,   555,  1102,  2872,  1750,   202,  3107,  3605,  1620,  2521,  1452,  1621,   816,  2658,   520,  2550,  2600,  3722,  3309,   908,  3529,  3170,   363,   883,  2696,  2673,   461,  3078,  4137,  1649,  2091,  2607,  2819,   885,   628,  2234,  3492,  1046,  3792,  1893,  1866,   646,  2584,  2403,     1,  3755,  1058,  4255,  1392,  1254
  2772,  3960,  2125,  3738,  2982,  1503,  1553,  2421,  3728,  2308,  1634,  1196,  3447,  3665,   473,  1883,   502,  4128,  3008,    73,  3207,  3128,  4164,  2449,  3739,   879,   785,  3765,  3691,  1507,  2916,  1134,  1911,  3646,   577,    90,  2641,   574,  2291,  2771,   277,  2623,  3416,  1066,  1681,   141,  2739,  2968,  1660,  1901
  2773,  4173,  1184,  2736,   118,  3335,   365,  1963,  2281,  1738,  3484,  3550,  3802,  2331,  4056,  3397,  4127,   301,  2368,  2421,  1358,   796,  2700,  4036,  3956,  1732,  3232,  3604,   418,  1567,  4187,  1722,  2340,  3690,  1134,  1801,  1287,  3356,  1217,  3163,   717,  2112,  1630,  3593,  1800,   163,  2954,  3225,   746,  3881
  2774,  3886,  1052,  4157,  1439,   377,   342,   378,  2251,  1307,  2358,  2534,  1980,   916,  2643,  3199,  1751,  1284,  1480,  3478,  3388,  3856,  2355,  1056,  2943,  3060,  1232,  4284,   336,  3458,  1617,  3255,   742,  1565,  1030,  2224,  2508,  2822,  3133,  3963,  1217,  1731,  1492,  3261,  2193,  1881,  2361,   201,   733,  1557
  2775,  4100,  1321,  2233,   283,  2297,  3143,  2951,  1158,   500,  1113,  2255,  1690,   700,   105,  2447,  2816,  2162,  2605,  1510,  2169,  2206,  2274,  4214,   122,    84,  1838,  3080,  2133,  1898,  2083,  2070,  4012,   342,  3758,  4122,  2720,  2567,   468,  3937,  4272,  2263,  2488,  2433,   344,  2922,  4057,  3335,   509,  1851
  2776,  2514,  2373,  2617,   887,  4260,  4141,  2896,  1373,  3149,   165,  2078,  2452,  1443,  4132,  3398,  2743,  3332,  1254,   577,  3011,  2200,  1104,   964,  4155,  3416,  3366,   575,  3468,  1986,  3300,  1574,   625,  1545,   949,   872,  4226,  3087,  2520,  1520,  2398,  2436,  3211,  3879,  4182,  3004,  4011,  4000,  4236,   958
  2777,  3641,   474,  1302,  2621,   195,  3547,  2682,  1297,  3380,    36,  3059,   855,  3442,    57,  1431,  2681,  4275,  4233,  3556,  1778,  1125,   149,  1996,  3192,  3921,  1883,  1197,   487,  3146,  2241,   940,  2753,  2842,  3609,   742,  2369,  2514,  3721,   871,  4292,   857,  1533,  2276,  2426,  4190,   519,  2741,  2031,   573
  2778,  2477,  1105,  4026,   751,  3617,  2466,  4167,  2602,  2473,  4072,  1948,  1720,   162,  2662,  3925,  4254,  3427,  1383,  3801,   964,    39,  4052,   419,  1188,   986,  2325,  3627,   514,   654,  1857,  2908,   320,  1083,  1701,  2584,  1370,  1353,  1612,  2975,  3021,  3699,  2510,   385,  3729,  2744,  1957,   947,  2565,  3850
  2779,  2648,     5,  2021,  2571,  2758,  2080,  3580,   287,  1764,   719,  3491,  1450,  2611,  3947,  1058,  2258,   130,  3385,   690,   344,  1910,  1772,  3432,  3504,  3958,  3081,  3761,   818,  1948,  2094,  2946,  1748,  1394,  2223,  4062,   908,  2485,  3970,  3479,  1785,   530,  4178,  1614,  2640,   717,  2640,  2142,  3252,    94
  2780,  2123,  2664,  1922,  4114,  1092,  3373,  1355,  1479,  1701,  1244,   494,  1849,  1564,  1943,  2492,  2651,  3245,  2796,  3262,  3591,  2548,   793,  3444,  3524,   480,  2261,  3590,   839,  4244,   265,  1089,   823,  1487,  3930,   286,   355,  2673,  2862,  3655,   154,  3093,   816,  1043,  2842,  1307,   394,  3410,  2927,   289
  2781,  2085,  4261,  3780,   483,  3776,  1508,  2647,  2828,  3527,  2200,  1830,  1404,  3873,  3534,  1483,   289,    69,   887,   143,  2753,   280,  1204,  2857,  2743,  4303,  1430,  3204,  3947,  3453,  2374,  3062,   352,   217,  1208,  3677,   136,  3293,  3924,  4306,  3606,  3838,  2737,  2131,   491,   757,  2571,   925,   717,   889
  2782,  1966,  3273,  1721,  3387,  2662,  3961,  3730,  2294,  2318,  3196,   551,  1524,   866,  1344,  2280,  3417,   367,  1310,  4132,  1121,   837,  4231,  3711,  1871,   795,  1476,  4131,   177,  2179,  1060,  1672,   822,  2262,  3498,  1425,  3131,  3578,  3240,   226,  2392,  3419,  2096,  1887,  1630,  3617,  3399,   461,  2519,    23
  2783,  2543,  2824,   711,  3568,  3153,  2421,  2087,  2107,  2887,  1417,   558,  4027,  2208,  3750,  1608,  2553,    40,   967,  1225,  2632,    91,  4302,  2277,  3650,  2980,   494,  4148,   459,  2792,  4217,   116,  1526,  2066,   475,    78,  2186,  1165,   710,  2520,   271,  4111,   161,  3283,  1752,  1937,   567,  2136,   177,  1950
  2784,   837,    16,  2540,  1087,   996,  3692,  2355,   817,  3241,   158,  2274,   281,   781,  1918,  1755,  2089,  1276,  3240,  2989,  1288,  1597,  3061,   783,  2767,   670,  3036,   781,   296,  2684,  1960,   840,  1870,  3177,  1449,  3618,  2776,  1147,   454,  1631,    77,  3232,  2843,   121,  1001,  1330,  1173,   700,  3593,  1274
  2785,  1090,  3707,   958,   282,   881,   326,  1554,  3794,   655,  2773,  2928,  4086,   600,  3586,  1985,  2317,  1611,  2556,   216,   253,  2238,   452,  2207,   935,  3976,  1687,  3160,  1226,  4087,  2033,   368,  4227,  2654,   485,  3093,  3907,  1826,  1093,  3882,  1600,  2220,  2923,  2875,  1283,   359,  2893,   323,  3104,  2180
  2786,  2327,  4193,  2140,  1036,  3000,  3002,  2515,  4028,   768,   189,  3290,   484,   524,   475,  1510,  1647,  2447,  2216,   207,  3121,  4066,  2251,  4241,  2174,  2199,  1498,  2400,  2803,   475,  1962,  2303,  2015,   292,  1908,  1802,  3860,  2866,  1398,   799,   298,  2850,   743,  1304,   557,  2891,  4161,  3587,    97,  2907
  2787,   790,  1731,  2519,  3667,  1342,  2075,   748,  3305,  2963,   501,  1752,  1419,   403,  3607,  3113,  4024,  4190,  2887,   726,  2713,   235,  2752,  2642,  3500,  1755,  1766,    76,  2049,  1419,   331,  3648,   948,   121,  1551,  1268,   890,  3168,  2866,  3392,  3733,    15,  1284,  3126,   628,  3351,   669,   848,  1456,  1239
  2788,  3324,  3111,  3673,  1874,  2430,   193,   125,  4155,  3420,  1613,  2518,  2688,  3674,  1368,  3751,  2287,   341,   480,   537,  2707,   481,   436,  1828,    70,  3562,  1882,  1767,  3955,  1680,  3907,  2326,  1915,   559,  1596,  3373,   440,  2901,  2264,  1865,  3182,  3222,  3049,  4049,  3150,  2566,  1052,   350,  2051,  2562
  2789,  2974,  2132,  2492,   100,  2409,  2865,  3294,  2688,  3283,  2873,  4168,  2930,  3282,  2163,  3256,  3840,  1358,   615,  1454,  1106,  3671,  3137,  1867,  3851,  1829,  1915,  4178,  1816,  2469,  2440,  2435,  2759,  2317,  1582,  3650,  1640,  3528,   522,  2772,  3200,   412,  1228,  2387,  2942,   633,  3546,   117,  1851,   727
  2790,  4203,  2955,  2176,  2031,  2074,  3852,  3293,  3410,  4169,  2805,  4119,  3377,  3535,  1447,  2757,  4222,   893,  3254,  3586,  1136,  3197,   778,    12,  3566,  1901,   184,  1783,  3678,  1929,  3177,  2093,   883,  1087,  2547,  3566,  2516,  1930,   892,   928,   466,   856,  2643,  3081,  2331,  3673,  2399,  1244,  1038,  2280
  2791,  3625,  3654,  1628,  4019,  3859,  3075,  3063,  3601,  2377,  3777,  1620,  1117,  1393,  3278,  1665,  3601,  2494,  3464,   578,  1710,  1453,  1679,  3286,  3523,  2412,  2872,  2023,  4232,    15,  3897,   766,    88,  3829,  3068,  1002,  3995,   201,   265,   165,  2652,  1015,  1804,  1118,  1965,   778,   145,   280,  3207,    41
  2792,   102,  3639,   416,  3816,  3831,  1424,  3238,   694,   162,  3172,  3721,  2286,  3062,  2417,  2017,  3605,  2889,  4132,  3610,  2670,  2634,  3581,   404,  1347,   162,  4011,   203,  1663,  1200,  2611,  3201,  1078,  3300,   530,  4083,  3319,   394,  1645,  3145,   358,  3855,  1359,  3326,  2929,  2941,  3085,  2364,  3336,  1167
  2793,  3804,   674,   789,  4233,  2718,  2116,   825,  1476,  3154,   628,   549,  1179,  1177,  2846,    30,  3738,  2188,  2681,  2817,  2032,   388,  3247,  1080,  1772,  2594,  1642,  1089,   319,  3249,  3709,  2541,  1578,  3351,  2609,  1467,  3033,  2080,  4103,  2517,  2333,  3341,  4278,  3649,  3722,  2040,  2218,  2757,   517,  2828
  2794,  2494,  4275,  3556,  1205,  3134,  3497,  1826,   524,  1768,  3245,  4077,   776,   769,  2706,  1047,  3641,   510,  2508,  2288,  4149,   695,   303,  1109,  2068,  3511,  3010,  2549,  2222,  2342,  4148,   426,  1349,  1659,   787,  2654,   165,  2395,   967,  2794,  2108,  2605,  3858,  3188,  2888,  3166,   989,   640,  1817,   691
